Placement,Name,Score
861,techhong,34,106:49.8
862,lanabananarama,34,110:29.9
863,IPump7,34,112:16.4
864,KingThunder14,34,112:29.3
865,Teits,34,113:01.2
866,Sivert,34,119:44.2
867,Amphiapple,34,120:56.7
868,BlaTaTa196,34,127:58.4
869,Thor0426,34,130:51.2
870,XD_Luk3L3thal,34,131:11.2
871,luna,34,132:02.8
872,RedonReturns,34,134:10.1
873,Leo,34,134:16.9
874,Salad,35,26:04.8
875,WOR ZOI1 LAK,35,26:27.5
876,Bobett10,35,27:30.1
877,Colonel Dusty,35,32:02.6
878,Joske,35,92:51.9
879,JJMJB,35,98:08.1
880,NoModding,35,115:31.5
881,DaMonke,35,117:51.4
882,A V I C I N A,35,125:58.6
883,Era 52,35,130:28.1
884,SleepyMike,36,21:19.1
885,DruciDrawing,36,25:21.7
886,KermitEFrog,36,25:26.5
887,frds,36,26:29.6
888,Player402269,36,27:23.7
889,GenericExcuse,36,27:36.4
890,david314,36,28:33.5
891,Caybra,36,28:37.8
892,jan.7,36,29:02.5
893,L A V I N,36,29:39.9
894,qouesm,36,29:50.7
895,Epow,36,29:51.3
896,Justin,36,30:40.2
897,Player9404503,36,31:01.7
898,NoName,36,31:13.2
899,DSF100,36,31:15.9
900,Happybeep,36,33:12.4
901,NSUTH101,36,47:29
902,NabsX,36,112:03.4
903,DeezNutzPro,36,114:01
904,MuddaTrucka,36,120:51.4
905,Jouzes,36,126:28.3
906,Viiv,37,25:30.3
907,Bloon O Matic,37,27:38.8
908,Vanjakingic26,37,27:57.6
909,yigido,37,31:10.7
910,BRBR1111,37,36:39.5
911,Lobarte,37,70:18.8
912,CatFood,37,87:00.8
913,Luckyluuk,37,87:12
914,KaelMaelstrom,37,106:18.3
915,Blunathan,37,108:27
916,5-5-5 monkey,38,5:29.9
917,Tur1n9,38,19:41.9
918,Throne,38,20:13.6
919,chmercille,38,23:56.3
920,Sceptus,38,24:44.9
921,kseees,38,24:53.1
922,Ace3,38,27:15
923,Liam,38,27:23.2
924,Agent W,38,29:10.4
925,Silqr,38,29:58.4
926,FraiseTagada,38,33:56.4
927,Ramz,38,34:32.9
928,kke,38,36:55.4
929,Skyze,38,92:48.9
930,Dphiuhpiaru,38,106:32.2
931,Player,39,17:13.7
932,Tenpower,39,20:09.6
933,ZRJ,39,21:36.4
934,malygos,39,22:43
935,Player,39,25:37.7
936,Player,39,27:05.2
937,maxON1230,39,29:15
938,Azure_Saphire,39,31:06
939,DotTrevv,39,31:24
940,Myrrh the maid,39,32:14.7
941,Genio250,39,88:32.3
942,Kazahanao,39,123:33.3
943,NoTaPrO,39,126:22.5
944,William,39,127:04.9
945,CharlieTalks1,39,142:05.2
946,winlem,40,17:33.3
947,Player457827,40,20:12.6
948,JustSummmer,40,20:33.2
949,AvavaAva,40,23:06.2
950,Player,40,25:44.5
951,SniperSwiper,40,25:59.8
952,GertNerd,40,27:35.4
953,AsmMans,40,27:46.3
954,jpgamegek,40,29:14
955,uniquewine,40,29:41
956,Nolezy,40,30:56
957,Aleccrazy,40,36:15
958,Matti2575,40,96:57.5
959,M3mes,40,104:30.9
960,Player2712853,40,160:54.8
961,Player,41,18:52.9
962,2978710005,41,19:35.1
963,cjxQWQ,41,20:56.3
964,CHenMoOn,41,23:35.7
965,415739421,41,24:27.1
966,Tom Coronael,41,24:38.4
967,Sandwich,41,26:07.5
968,Player,41,29:52
969,Forest_lord,41,32:22
970,tomatenalat,41,37:06.3
971,Dragonboy,41,96:06.9
972,ShadowSquid,41,98:25.4
973,Micalculator,41,101:50.1
974,Hiiro,41,114:52.5
975,ReWolverine,41,116:59.9
976,Degeneracy,42,19:33.8
977,EepPlays,42,20:47.2
978,2078273072,42,21:21.3
979,_PJM03_,42,28:23.3
980,SophTheFrog,42,31:31.1
981,Night Fury,42,88:14.5
982,lolbit2137,42,103:38.7
983,WeepyDuckling22,42,108:33
984,Irmuun1128,42,111:01.1
985,Night_King,42,111:01.2
986,APNA11,42,130:23
987,Hell_Spawn,43,19:11.4
988,HSH,43,22:06.6
989,Snighty,43,23:22.8
990,GiitheFool,43,90:18.6
991,Talis,43,91:17.3
992,Laser9k,43,102:28.2
993,Kedosah,43,110:55
994,CSLA1998,43,111:39
995,Agus,43,115:31.1
996,Ultraboost_JPN,44,17:59.7
997,pllan,44,22:24.8
998,AnSilva,44,23:16.6
999,Player,44,23:39.4
1000,madelyn,44,25:33.2
