Placement,Name,Score
976,Dirty Dave,9:19.5
977,UmGamerMF,9:19.667
978,UpsetDominance1,9:19.8
979,Oliczopl,9:19.833
980,dylankrid38,9:19.95
981,oliver33221,9:20
982,rangel,9:20
983,L14m_G413,9:20.4
984,vog0006,9:20.433
985,Eitholas,9:20.816
986,Super Link,9:20.867
987,EyEmSeKsi,9:20.883
988,Dogwater,9:21.016
989,MemedByYu,9:21.2
990,Tom,9:21.417
991,simon atehortua rodriguez,9:21.55
992,Guxta021,9:21.567
993,WQRWDR,9:21.816
994,Player8414004,9:21.816
995,munkiboyzz,9:22.034
996,SmokinMeGamind,9:22.083
997,Nir,9:22.2
998,yak40773,9:22.467
999,unkn1tsquash,9:22.584
1000,Khan1995,9:22.616
