Placement,Name,Score
981,Dommer,13:19.417
982,R08ERT0_1,13:19.434
983,CappuChino,13:19.584
984,Aller echter,13:20.417
985,sammytelephone,13:20.484
986,PUGUETS,13:20.75
987,Mjolnir,13:20.8
988,Sosaso,13:20.85
989,Portelln,13:21.333
990,projekty,13:22.034
991,SparksElm,13:22.116
992,Alleoni,13:22.55
993,buh,13:22.666
994,Fireball7290,13:22.683
995,McOzelot,13:22.884
996,22leon22,13:23.233
997,Vilxern,13:23.35
998,NoSanity,13:23.967
999,Qapy Stak,13:24.084
1000,Camponess,13:24.366
