Placement,Name,Score
973,Player,8:44.3
974,Sebas,8:44.4
975,majorstudconan,8:44.4
976,Ew_vi,8:44.483
977,Tsunamy,8:44.683
978,ssstick,8:44.733
979,MrOrigami,8:44.933
980,arreil96,8:45.25
981,MichaelLalsangpuia,8:45.5
982,balloonbuster3,8:45.55
983,Arc7a,8:45.866
984,Smurfblade,8:46.3
985,Pudding,8:46.567
986,CWJ-D,8:46.567
987,Paddo,8:46.616
988,Magicskill241,8:46.683
989,Mige,8:46.767
990,Wolfie,8:46.95
991,Me,8:47.367
992,crazyuzi56,8:47.616
993,Planet of Me,8:47.666
994,firm,8:47.867
995,KinkyFrys,8:47.867
996,MamaParagonT,8:47.917
997,Tinn Sarasung,8:48.033
998,Player,8:48.266
999,Jefff,8:48.55
1000,Ogerly,8:48.566
